application_id,fraud_type,difficulty_level,generated_signal_score
APP-1FDC53F275AA,legitimate_clean,easy,0.008
APP-EDE57BA7FE8C,legitimate_clean,medium,0.043
APP-B45C466BEA21,legitimate_noisy,hard,0.147
APP-3EA78EA1E653,legitimate_clean,easy,0.004
APP-DE1D4862DC6D,legitimate_clean,easy,0.0
APP-18C465E2EE8C,legitimate_clean,easy,0.078
APP-AA2F818B1A30,legitimate_clean,medium,0.021
APP-BEED04F5DE41,legitimate_noisy,medium,0.195
APP-EFB56CD66A5B,legitimate_clean,easy,0.018
APP-447FDC5F1EEC,legitimate_clean,easy,0.0
APP-015D785B963B,legitimate_clean,easy,0.014
APP-BE53EDB50BD9,legitimate_clean,easy,0.088
APP-6955F34BDA1F,legitimate_clean,medium,0.056
APP-26665CFA0BC4,legitimate_clean,medium,0.066
APP-254C86EACBFD,synthetic_identity,medium,0.625
APP-34F753BD7A2D,legitimate_clean,easy,0.0
APP-827C54374951,legitimate_clean,medium,0.124
APP-E63D3881A04F,legitimate_noisy,hard,0.184
APP-0B7B3E8EB6EF,legitimate_clean,medium,0.172
APP-619ED5DE359E,legitimate_clean,easy,0.074
APP-7305DAE91D88,coordinated_attack,medium,0.839
APP-3021B17590AF,legitimate_noisy,hard,0.129
APP-C9411F47E8A3,legitimate_clean,medium,0.079
APP-6F65BA8D4746,legitimate_clean,easy,0.089
APP-71B32F684518,legitimate_noisy,medium,0.277
APP-E272F1F4D117,legitimate_clean,easy,0.052
APP-E75214CD2509,legitimate_clean,easy,0.014
APP-1CDD4474C02A,legitimate_clean,easy,0.073
APP-C9A5D4F26B8D,legitimate_clean,easy,0.084
APP-4E62FC7EB729,legitimate_clean,easy,0.0
APP-1B348527CB24,legitimate_clean,easy,0.045
APP-CB5C95BDAF7E,legitimate_clean,easy,0.041
APP-AC1B5515A802,legitimate_clean,easy,0.055
APP-3CFBE2F225F2,true_name_fraud,hard,0.307
APP-E5554037FE84,legitimate_clean,easy,0.093
APP-48A0351E2FD1,legitimate_clean,easy,0.0
APP-B6C26E19A1B6,legitimate_clean,easy,0.071
APP-332FE8E011EE,coordinated_attack,easy,0.924
APP-3D7BB4F0EC2E,legitimate_clean,easy,0.149
APP-FDEFF83A0185,legitimate_clean,easy,0.126
APP-3620FF3D8CCF,legitimate_clean,medium,0.148
APP-F2B96F4B0AF3,synthetic_identity,hard,0.441
APP-FF6DA8EE5CC0,legitimate_clean,easy,0.037
APP-6BE3514CE5BD,legitimate_clean,easy,0.095
APP-11CE2E6D7C7A,legitimate_clean,medium,0.061
APP-95DB6E45D3F1,legitimate_noisy,hard,0.039
APP-69FC69F46354,legitimate_clean,easy,0.07
APP-E0D0139FCF59,legitimate_clean,easy,0.229
APP-4B853540DE3E,legitimate_noisy,easy,0.0
APP-41ED69E1D6A5,legitimate_clean,easy,0.129
APP-417E4C94BC65,legitimate_clean,easy,0.104
APP-EC6E8AAC5201,legitimate_clean,medium,0.0
APP-C900F7207A1E,legitimate_clean,medium,0.041
APP-3D354D7C48AE,legitimate_clean,medium,0.08
APP-8071320818FA,legitimate_clean,easy,0.0
APP-8BAEA00B262E,legitimate_noisy,hard,0.148
APP-146E6D8D5229,legitimate_clean,easy,0.061
APP-4E0429990B58,legitimate_clean,easy,0.0
APP-9D0796BF46F5,true_name_fraud,medium,0.285
APP-0DBE4CF1EB4F,legitimate_clean,medium,0.031
APP-023ACA166A5A,legitimate_clean,medium,0.044
APP-6A1784140BA7,legitimate_clean,easy,0.038
APP-A419D7DF80B8,legitimate_clean,easy,0.027
APP-F4AD73AFB343,legitimate_noisy,medium,0.159
APP-81CFBD708609,legitimate_noisy,medium,0.0
APP-74F14F070111,legitimate_clean,easy,0.0
APP-ABF135441E6F,legitimate_clean,easy,0.092
APP-AC67CD562F36,legitimate_clean,easy,0.0
APP-739DB27D52D7,legitimate_noisy,hard,0.472
APP-2CAA0CD45A34,legitimate_clean,easy,0.123
APP-D04B7760FFA8,legitimate_clean,easy,0.076
APP-DA71E29FCBA6,legitimate_noisy,hard,0.171
APP-27AE67E539CC,legitimate_clean,medium,0.107
APP-C0DE83CA86B8,legitimate_clean,medium,0.027
APP-629655F62FC9,legitimate_clean,easy,0.113
APP-BAA93F791DB6,legitimate_clean,easy,0.0
APP-4E60B93A869A,legitimate_clean,easy,0.091
APP-C176A1905B40,legitimate_clean,easy,0.095
APP-059B2446238F,legitimate_noisy,medium,0.417
APP-90918A61BC51,legitimate_clean,easy,0.105
APP-208727602C2B,legitimate_clean,easy,0.096
APP-0F0D3C9E83B2,legitimate_clean,easy,0.084
APP-DED1E882D071,legitimate_clean,medium,0.043
APP-042C33359FB4,legitimate_clean,medium,0.145
APP-B71D1F09E5F6,legitimate_noisy,hard,0.142
APP-ABD6FCA3722A,legitimate_clean,easy,0.003
APP-81755A7C66FF,legitimate_clean,medium,0.0
APP-04035649B549,true_name_fraud,medium,0.374
APP-EBB075173379,synthetic_identity,hard,0.477
APP-77C42AF07C19,legitimate_clean,medium,0.01
APP-4FCF4659BD19,legitimate_clean,easy,0.099
APP-99BF519A5281,legitimate_noisy,medium,0.412
APP-A87D50D0982E,legitimate_noisy,medium,0.197
APP-EE8F5D70BCBC,legitimate_clean,easy,0.0
APP-7277988A27E5,legitimate_noisy,medium,0.085
APP-73E10136F85D,legitimate_noisy,medium,0.086
APP-4B9577EFBD61,legitimate_clean,easy,0.028
APP-E90E2B1A616A,legitimate_noisy,hard,0.059
APP-B2C089ED499E,legitimate_clean,easy,0.087
APP-E3ADF596BAAE,legitimate_clean,easy,0.043
APP-390CB1B945A8,synthetic_identity,medium,0.555
APP-914336B682D5,synthetic_identity,medium,0.656
APP-D607FEC7BC51,legitimate_clean,easy,0.001
APP-23FD1F20EC9C,legitimate_clean,hard,0.008
APP-453D3E62FE1D,legitimate_clean,hard,0.085
APP-373582B3CB1F,legitimate_clean,hard,0.066
APP-97AD1F896F53,legitimate_clean,medium,0.0
APP-15B00B7D8A30,legitimate_clean,easy,0.0
APP-D439D5FF9ADF,legitimate_clean,easy,0.0
APP-69F6F09D782A,legitimate_clean,easy,0.091
APP-26DB1CBE10A1,legitimate_clean,easy,0.045
APP-FE4B62131530,legitimate_clean,easy,0.028
APP-924EC85F055E,legitimate_clean,medium,0.038
APP-8F6EDB951A3E,legitimate_noisy,hard,0.074
APP-069529753328,legitimate_clean,easy,0.039
APP-C1F09F215D4E,legitimate_clean,easy,0.0
APP-546E58ABE1AE,legitimate_clean,easy,0.068
APP-DB98413DF0F1,legitimate_clean,easy,0.047
APP-998F24EC952E,legitimate_clean,medium,0.0
APP-A402083A2F89,true_name_fraud,medium,0.429
APP-5A3EC02AF5C8,legitimate_clean,easy,0.0
APP-1808E2CA518C,legitimate_clean,medium,0.01
APP-EEA27B460749,legitimate_clean,easy,0.03
APP-9952F029F035,legitimate_clean,easy,0.036
APP-6E3FD3D5D2F4,legitimate_clean,easy,0.122
APP-870DD8D3E044,legitimate_clean,easy,0.087
APP-31C2EC93958E,legitimate_clean,easy,0.007
APP-8532CB82AEE4,legitimate_noisy,medium,0.38
APP-2CE8673D5509,true_name_fraud,hard,0.499
APP-8C8F990A4C84,legitimate_clean,medium,0.012
APP-CAFF9A252E9A,legitimate_clean,easy,0.038
APP-77A4503FDEC9,legitimate_noisy,medium,0.075
APP-ADF3216DB14A,legitimate_noisy,hard,0.203
APP-D87A880CFADE,synthetic_identity,easy,0.886
APP-08490530D3F3,legitimate_clean,easy,0.151
APP-5AE7796A3071,legitimate_noisy,medium,0.356
APP-A1AF9786EC03,legitimate_clean,medium,0.005
APP-9B9DC194E7D0,synthetic_identity,medium,0.513
APP-4EC90ABA7AD8,legitimate_clean,easy,0.048
APP-0A13B8A53AD1,legitimate_clean,easy,0.0
APP-AA6C92CEFA91,legitimate_noisy,easy,0.147
APP-E75A77B1BFCF,legitimate_noisy,medium,0.127
APP-2AB8BF5A838F,true_name_fraud,medium,0.4
APP-A5EAB434AE87,legitimate_noisy,medium,0.21
APP-311532BB0D2F,legitimate_clean,medium,0.208
APP-09FBBF970240,legitimate_clean,easy,0.01
APP-CF045CDFA510,synthetic_identity,medium,0.745
APP-87783CD6F51D,legitimate_clean,easy,0.089
APP-28D449B018FB,true_name_fraud,hard,0.508
APP-BB3F23B59CA8,legitimate_clean,easy,0.004
APP-8C53BF18FCB0,legitimate_noisy,hard,0.15
APP-438BCEDD5438,synthetic_identity,hard,0.638
APP-9BB17DC1EC5B,legitimate_clean,easy,0.146
APP-FD12144E2EF5,synthetic_identity,medium,0.635
APP-F4F080BEB7EC,legitimate_clean,easy,0.249
APP-2B9ABCFD6A52,legitimate_clean,easy,0.1
APP-99CAD03E66D7,legitimate_clean,easy,0.039
APP-E44D80C1B3CF,legitimate_clean,medium,0.015
APP-7F96C5D541C4,legitimate_clean,easy,0.098
APP-8AFF6EE0AE70,legitimate_clean,easy,0.085
APP-FA89ACCC40F5,legitimate_clean,easy,0.121
APP-916B19457550,legitimate_noisy,medium,0.046
APP-ED6C1E3BB702,legitimate_noisy,medium,0.034
APP-6543E5AC934C,legitimate_clean,easy,0.163
APP-E42EE5EAE586,legitimate_clean,medium,0.099
APP-BEC5578E818F,legitimate_noisy,hard,0.147
APP-5BBF03499998,legitimate_clean,easy,0.103
APP-573CD0D4E5C0,legitimate_clean,medium,0.173
APP-22E1636DDA49,legitimate_clean,hard,0.02
APP-9103C7E9F359,legitimate_clean,medium,0.058
APP-C58DB4306643,legitimate_clean,easy,0.0
APP-A362E9EFE7DB,legitimate_clean,medium,0.026
APP-A3A2BA437338,legitimate_clean,easy,0.104
APP-D37F16431CCF,legitimate_clean,medium,0.055
APP-6A155096405E,legitimate_clean,easy,0.045
APP-396AE43D4F7D,legitimate_noisy,medium,0.07
APP-74B5A4F98293,synthetic_identity,easy,0.439
APP-B4BBA3B588DE,legitimate_clean,easy,0.033
APP-C8A9B4C09226,legitimate_noisy,medium,0.406
APP-CABA4385CACC,legitimate_clean,easy,0.033
APP-186685EF2177,legitimate_noisy,hard,0.126
APP-008C378817A5,legitimate_noisy,medium,0.301
APP-F5B13D66B0E0,coordinated_attack,hard,0.605
APP-91B3874D0F96,legitimate_clean,easy,0.138
APP-24EB1381CFB9,legitimate_clean,medium,0.082
APP-926086BE006F,legitimate_noisy,medium,0.261
APP-3012F14F2F27,legitimate_clean,hard,0.049
APP-B9A0B760E52A,legitimate_clean,hard,0.074
APP-51403A248527,legitimate_clean,easy,0.173
APP-6588D74F6AA2,legitimate_noisy,hard,0.138
APP-9ABC9ECC0689,legitimate_noisy,hard,0.065
APP-577C041F91B4,legitimate_clean,easy,0.0
APP-982175771F2E,legitimate_noisy,medium,0.3
APP-9A38A71332F0,legitimate_clean,medium,0.002
APP-578DCD5E19EB,true_name_fraud,medium,0.532
APP-D94BDE732A01,legitimate_clean,easy,0.034
APP-5D2D982B5282,coordinated_attack,hard,0.781
APP-EBDB8AB16ACB,legitimate_clean,easy,0.032
APP-3804EFE5C972,legitimate_clean,easy,0.007
APP-082DA92DECD6,legitimate_clean,hard,0.01
APP-C185BCD0573C,legitimate_clean,easy,0.012
APP-472B60D6C829,legitimate_clean,easy,0.022
APP-798303F24904,legitimate_noisy,medium,0.162
APP-6D4A7F0F7524,legitimate_clean,medium,0.057
APP-47C05E8E6B24,legitimate_clean,medium,0.048
APP-2B1CE99826E9,legitimate_clean,easy,0.013
APP-445102694ED6,synthetic_identity,medium,0.76
APP-3E16002AA2FF,legitimate_clean,easy,0.0
APP-D55090E31789,legitimate_clean,easy,0.084
APP-108C43E8C265,legitimate_clean,easy,0.146
APP-DAEAB617F51D,synthetic_identity,medium,0.632
APP-808814A70C78,legitimate_noisy,easy,0.073
APP-00FCC87CDFC2,legitimate_clean,easy,0.057
APP-76A73ABB79F8,legitimate_clean,easy,0.043
APP-B0514146A4CD,legitimate_clean,easy,0.071
APP-794CCED9518B,legitimate_clean,easy,0.05
APP-1DA0B3B57C71,legitimate_clean,medium,0.034
APP-85EB8AE196CF,true_name_fraud,medium,0.298
APP-B90537236F40,legitimate_clean,easy,0.049
APP-7FB4A70253FB,legitimate_clean,easy,0.091
APP-F45126002C65,coordinated_attack,medium,0.804
APP-80B5D884A524,legitimate_noisy,medium,0.212
APP-FFD5FF227A23,legitimate_clean,medium,0.043
APP-09DC973EFD76,coordinated_attack,medium,0.74
APP-D5DCB817B8B6,legitimate_clean,easy,0.042
APP-F9FE4610DA36,legitimate_noisy,medium,0.276
APP-C75479E2996D,legitimate_clean,medium,0.079
APP-5244DD7BB7B4,legitimate_clean,easy,0.098
APP-C049F1F0A150,legitimate_clean,medium,0.111
APP-4A12D910543E,true_name_fraud,hard,0.191
APP-5BD4208438A0,legitimate_noisy,medium,0.093
APP-70D14EF5A515,legitimate_noisy,hard,0.127
APP-E34439A4219A,legitimate_noisy,medium,0.181
APP-21016AA85E78,legitimate_clean,easy,0.005
APP-998F9D7C7AFB,legitimate_clean,hard,0.133
APP-0E2EFBF21F07,legitimate_clean,easy,0.071
APP-D87AA1084C42,legitimate_clean,easy,0.052
APP-42CB0747FC41,legitimate_clean,easy,0.019
APP-D3D08256F9AC,legitimate_clean,easy,0.0
APP-9DA215493FCC,synthetic_identity,medium,0.629
APP-5632280ADCC5,legitimate_clean,easy,0.069
APP-0F5D7FFA8A5A,legitimate_clean,medium,0.1
APP-D2CEFE2690B0,legitimate_noisy,medium,0.176
APP-4A9C9516C0FD,legitimate_noisy,medium,0.132
APP-883DD8B92236,legitimate_clean,easy,0.068
APP-9765F7F75E24,legitimate_noisy,easy,0.148
APP-45840E48CAF6,legitimate_clean,easy,0.095
APP-B19578E6143F,legitimate_noisy,hard,0.01
APP-DC86D1D98749,legitimate_clean,easy,0.016
APP-D132AAC0CA14,legitimate_clean,easy,0.02
APP-7402B0DD995D,legitimate_clean,medium,0.092
APP-2919285725AA,legitimate_clean,easy,0.047
APP-FB07A4CD7DD5,legitimate_noisy,easy,0.297
APP-DFBC7E78E799,legitimate_clean,easy,0.051
APP-7A9E5EDE2A9D,coordinated_attack,hard,0.522
APP-11C1C572F089,legitimate_clean,medium,0.019
APP-7F128AF35C91,legitimate_clean,easy,0.0
APP-02B1965477AF,legitimate_clean,medium,0.088
APP-189045913F6D,legitimate_noisy,medium,0.105
APP-D99A876DDE6B,legitimate_noisy,medium,0.294
APP-B063C0DC6FA5,coordinated_attack,medium,0.795
APP-ACA46CFEC7A2,legitimate_clean,medium,0.092
APP-DB310126EC09,synthetic_identity,easy,0.767
APP-9A66282808B4,legitimate_clean,easy,0.009
APP-D6F5E58C8708,true_name_fraud,hard,0.12
APP-369AE6380F06,legitimate_noisy,hard,0.111
APP-0F5316CF1679,legitimate_clean,easy,0.116
APP-BD933571DB78,legitimate_clean,easy,0.0
APP-090AE2393D16,legitimate_noisy,hard,0.214
APP-C10F2A2E122D,legitimate_clean,easy,0.043
APP-41623C15D492,legitimate_clean,medium,0.065
APP-50B20D7F2233,legitimate_clean,easy,0.105
APP-2A0ED631B076,legitimate_noisy,hard,0.108
APP-AB7F40787BDB,legitimate_clean,easy,0.149
APP-210324E4821B,legitimate_clean,easy,0.066
APP-87EDC7B398F3,coordinated_attack,medium,0.695
APP-13F6D8227A54,legitimate_clean,medium,0.031
APP-3C785FB790F0,legitimate_noisy,easy,0.051
APP-1A301555FA79,legitimate_clean,easy,0.062
APP-920507B4F815,true_name_fraud,hard,0.223
APP-FB64EB9EF2F2,legitimate_clean,easy,0.08
APP-3B172A9F6CA1,legitimate_clean,easy,0.181
APP-0F41C31FFA1E,legitimate_noisy,hard,0.111
APP-5942A7B77978,legitimate_clean,easy,0.086
APP-3BEDA0EE75D4,legitimate_clean,easy,0.092
APP-73714ECA5534,legitimate_clean,medium,0.087
APP-220536D37184,legitimate_clean,easy,0.013
APP-43B151D2A615,synthetic_identity,medium,0.71
APP-6C6DF6CD8565,legitimate_noisy,medium,0.219
APP-3B5E4D8982EE,legitimate_clean,easy,0.076
APP-63CF5EDA86EC,true_name_fraud,hard,0.001
APP-950D01B3955E,legitimate_clean,easy,0.026
APP-8CBDEA44BB98,legitimate_clean,easy,0.115
APP-1CC24D283156,legitimate_clean,medium,0.001
APP-D1832E02D5B0,legitimate_noisy,medium,0.108
APP-67D97B0AB970,legitimate_clean,medium,0.0
APP-3C2335BD029F,legitimate_clean,medium,0.143
APP-0909D10A0A32,legitimate_clean,easy,0.097
APP-5F7DCEA2B0E1,legitimate_noisy,hard,0.133
APP-B951C7BBB976,legitimate_clean,easy,0.043
APP-ACF9A552F276,legitimate_noisy,hard,0.199
APP-98375331A049,legitimate_clean,easy,0.087
APP-501B4883DEDD,legitimate_clean,easy,0.087
APP-D4F454F59B76,legitimate_clean,easy,0.03
APP-4EC36DBDD5C7,legitimate_clean,easy,0.001
APP-A5C2E7531B50,legitimate_clean,medium,0.12
APP-7EB538D98A0F,legitimate_clean,easy,0.022
APP-74630F933137,legitimate_clean,easy,0.0
APP-5A277E3EEBE5,legitimate_clean,easy,0.005
APP-A474C3C4940E,legitimate_clean,easy,0.064
APP-985FA12DD816,legitimate_clean,easy,0.068
APP-B5E32EC8E549,coordinated_attack,easy,0.942
APP-F7D6BF010316,legitimate_clean,easy,0.064
APP-38A573D34A97,legitimate_clean,easy,0.145
APP-3D831D23F944,true_name_fraud,easy,0.712
APP-B13D302A7390,synthetic_identity,medium,0.612
APP-D5D51C092471,synthetic_identity,hard,0.472
APP-FF4364CD2B44,legitimate_clean,easy,0.012
APP-492A2D3D8DCE,legitimate_clean,medium,0.153
APP-AB7CFCF1B675,legitimate_clean,medium,0.138
APP-25CC8A982C59,legitimate_noisy,hard,0.23
APP-9549C1FDBDC5,legitimate_clean,easy,0.033
APP-13CCE8EA0352,legitimate_noisy,hard,0.09
APP-3A6FCEDEFCCF,legitimate_clean,medium,0.069
APP-198929460B86,legitimate_clean,easy,0.092
APP-A64FAA566FA2,legitimate_clean,easy,0.03
APP-FD0CBDE36B47,true_name_fraud,medium,0.293
APP-A81BA8764816,legitimate_clean,medium,0.084
APP-513DF4B06E1D,legitimate_noisy,hard,0.062
APP-3080DE9C1397,legitimate_clean,easy,0.198
APP-79288AAC485F,legitimate_clean,easy,0.014
APP-7C682E5B5BDB,legitimate_noisy,easy,0.29
APP-68E60CF1342C,legitimate_clean,medium,0.074
APP-C68AB7429BFE,synthetic_identity,easy,1.0
APP-DBD3592D8E15,legitimate_noisy,medium,0.091
APP-8562062D4197,legitimate_clean,medium,0.096
APP-A80EA6EE511D,legitimate_clean,easy,0.096
APP-CFAD0413D8C9,legitimate_clean,medium,0.113
APP-44F2F6AC1E24,legitimate_clean,easy,0.0
APP-B215D523860F,legitimate_clean,easy,0.031
APP-9CB1B43AF991,legitimate_clean,easy,0.097
APP-3C35698A445E,legitimate_clean,easy,0.0
APP-7B316E99AFA3,legitimate_noisy,hard,0.238
APP-DA3AAD0E1A07,legitimate_clean,easy,0.0
APP-56EC7CF88C61,legitimate_clean,easy,0.099
APP-8890306672E0,legitimate_clean,easy,0.13
APP-E88573543C81,legitimate_clean,easy,0.055
APP-C440262FDC38,legitimate_clean,easy,0.09
APP-C1AC2621FFB6,legitimate_clean,easy,0.086
APP-D01CCA2E42CE,legitimate_clean,easy,0.086
APP-C8DF48CB6586,legitimate_clean,easy,0.049
APP-38BAE70E884A,legitimate_clean,medium,0.0
APP-34787FD9E3A8,legitimate_noisy,hard,0.392
APP-EFCA48DFD9B8,legitimate_clean,easy,0.069
APP-76ADCF4F758C,legitimate_clean,easy,0.098
APP-FD1A096C1FBB,legitimate_clean,easy,0.027
APP-17C44AED7DFD,legitimate_clean,medium,0.049
APP-88CD0C88A91B,legitimate_clean,easy,0.1
APP-E4CCE79A6D36,legitimate_clean,medium,0.014
APP-09269E7B2E54,legitimate_noisy,hard,0.086
APP-8E2DA80DD3D0,legitimate_noisy,medium,0.303
APP-9E7658FDB091,legitimate_clean,easy,0.0
APP-2A1EE884D561,legitimate_clean,easy,0.088
APP-0A65D18997D9,legitimate_noisy,hard,0.172
APP-E9E4EC345018,legitimate_clean,easy,0.049
APP-4C42C542579D,legitimate_noisy,hard,0.139
APP-79F503390AA6,legitimate_clean,easy,0.083
APP-122A516364DD,synthetic_identity,easy,0.767
APP-023C87627298,legitimate_clean,easy,0.186
APP-87440010CE33,legitimate_clean,easy,0.03
APP-3372E42F43C5,legitimate_clean,medium,0.094
APP-A5163671B084,legitimate_clean,easy,0.025
APP-F21F1E3004FA,legitimate_clean,easy,0.043
APP-1CBD0397431C,legitimate_clean,easy,0.088
APP-E94B33A02084,legitimate_clean,easy,0.02
APP-A3B2C2F1896A,legitimate_clean,easy,0.0
APP-F7AE0E7FD6A6,legitimate_noisy,hard,0.248
APP-461C80CCE3F0,true_name_fraud,medium,0.294
APP-4C5CC1460470,legitimate_noisy,medium,0.177
APP-AB6DA7293F4B,legitimate_clean,easy,0.083
APP-CF6980E08672,legitimate_clean,easy,0.1
APP-35A216E3B788,legitimate_noisy,hard,0.298
APP-4ABD95912B37,legitimate_clean,easy,0.029
APP-04D03453277E,legitimate_noisy,medium,0.082
APP-C8BD9B31005A,legitimate_clean,easy,0.081
APP-AE4533F76A8C,legitimate_clean,easy,0.0
APP-08FCCDD138D6,legitimate_clean,easy,0.009
APP-0AEFD156B6EA,legitimate_clean,easy,0.036
APP-024A8B49C784,legitimate_clean,easy,0.073
APP-61E730AD4A2A,legitimate_clean,easy,0.155
APP-1CBED47928F7,legitimate_clean,easy,0.197
APP-2C6864E6730E,legitimate_clean,easy,0.025
APP-995DA468483A,legitimate_clean,easy,0.0
APP-4F9F83C2F7A6,legitimate_clean,medium,0.076
APP-A7F4A86E9C72,legitimate_noisy,hard,0.272
APP-9F660635348D,legitimate_clean,medium,0.135
APP-67F6A8C00334,synthetic_identity,hard,0.45
APP-2F0AD2DAAD6D,legitimate_clean,easy,0.076
APP-670081107999,synthetic_identity,hard,0.26
APP-56E51BFD6681,legitimate_noisy,easy,0.401
APP-7AE062EDC1C0,synthetic_identity,medium,0.781
APP-C6619DB1EFB3,legitimate_noisy,easy,0.132
APP-93FE10BC493E,legitimate_clean,easy,0.128
APP-30B08FFE9858,legitimate_noisy,hard,0.205
APP-F638A66D7CF1,legitimate_clean,easy,0.049
APP-5FB4251F66FF,legitimate_clean,medium,0.021
APP-50A370CF9FE3,legitimate_clean,hard,0.021
APP-888EC879BAF4,legitimate_clean,medium,0.081
APP-8D87D22B5F7C,legitimate_clean,easy,0.0
APP-B30C44BCCFB3,legitimate_clean,easy,0.0
APP-98F31248BAA0,legitimate_clean,easy,0.094
APP-D98313FF90B4,legitimate_clean,easy,0.165
APP-3B3FC5D3CB79,legitimate_clean,easy,0.054
APP-094E9F6257F9,legitimate_clean,hard,0.092
APP-FBFD27F1373F,legitimate_clean,easy,0.078
APP-0670BB47487E,legitimate_clean,easy,0.172
APP-B42EA70DA63B,legitimate_noisy,medium,0.31
APP-A9A837B44165,coordinated_attack,medium,0.753
APP-01D1A3D1D369,legitimate_clean,medium,0.046
APP-46C6A73499BC,legitimate_clean,easy,0.145
APP-223CC521AF71,legitimate_noisy,easy,0.237
APP-A80F7731A5F2,legitimate_clean,medium,0.037
APP-FAB416FF8F77,legitimate_clean,easy,0.11
APP-34E1DD642B02,legitimate_clean,easy,0.026
APP-AD76D52861A6,legitimate_clean,easy,0.0
APP-DE9E687A23CD,legitimate_noisy,hard,0.258
APP-F39E0F18D7DF,legitimate_clean,easy,0.07
APP-C461C3ED5C41,legitimate_noisy,medium,0.372
APP-5095A1CF57A6,legitimate_clean,easy,0.0
APP-A4D6DC316FEE,legitimate_clean,easy,0.177
APP-EA5CA6927164,legitimate_clean,easy,0.091
APP-F3E6686B5EC0,legitimate_clean,easy,0.091
APP-FDD75D8A1A5A,legitimate_clean,easy,0.049
APP-9A66D18F1560,legitimate_noisy,medium,0.285
APP-4FDDB7C0EDC6,legitimate_clean,easy,0.086
APP-617D58E354CD,legitimate_clean,medium,0.0
APP-0FC8A662A9F6,legitimate_clean,medium,0.108
APP-5D6E27C69F60,legitimate_clean,medium,0.0
APP-5BFC00ACB15C,legitimate_clean,easy,0.073
APP-1CFB8CCF8B92,legitimate_clean,medium,0.049
APP-5A87BA3B84F0,legitimate_clean,easy,0.013
APP-97F9F3216D60,legitimate_clean,easy,0.086
APP-DD84E1D6E108,synthetic_identity,medium,0.633
APP-B41DBB601325,legitimate_clean,easy,0.0
APP-F55C448D450B,true_name_fraud,hard,0.343
APP-F27332C77E84,legitimate_noisy,medium,0.205
APP-DD4738FC351B,legitimate_clean,easy,0.032
APP-B6E848BD6C87,legitimate_clean,easy,0.032
APP-2F7182FE0D47,legitimate_noisy,medium,0.2
APP-932D5BABA36A,legitimate_clean,medium,0.014
APP-0F773BE8C678,legitimate_clean,medium,0.0
APP-BECD0E6A4053,synthetic_identity,hard,0.38
APP-04B023D46A7D,legitimate_clean,medium,0.0
APP-8DBE6F9F90CB,legitimate_noisy,medium,0.165
APP-F53F7E127D2E,legitimate_clean,easy,0.0
APP-039449818705,coordinated_attack,easy,0.899
APP-8CBF8059F3BA,legitimate_clean,easy,0.096
APP-02C86D983533,legitimate_clean,medium,0.047
APP-FDF028773F8B,legitimate_noisy,easy,0.207
APP-07B99A776A90,legitimate_clean,easy,0.048
APP-5C8EAAD228F0,legitimate_noisy,hard,0.179
APP-58169DA59CF1,legitimate_clean,easy,0.183
APP-AF46B916CAEE,legitimate_clean,easy,0.137
APP-72F651D133D2,legitimate_clean,medium,0.009
APP-BE1CD5B8392C,legitimate_clean,easy,0.061
APP-DA64D592721E,legitimate_noisy,medium,0.101
APP-212A34FF92A4,legitimate_clean,hard,0.026
APP-3E0FF91A51FA,legitimate_clean,easy,0.176
APP-9E8AE04D201C,legitimate_clean,easy,0.008
APP-F2093358655A,legitimate_clean,easy,0.021
APP-14398A35641F,legitimate_clean,easy,0.071
APP-7F1AD2ACD0D2,legitimate_clean,hard,0.03
APP-824D7578CEFF,coordinated_attack,hard,0.539
APP-620FEA377195,legitimate_clean,medium,0.18
APP-216641E9C546,legitimate_clean,easy,0.056
APP-127987E525A6,legitimate_clean,easy,0.145
APP-6940420710A2,synthetic_identity,medium,0.605
APP-BBFCC2BC92F4,legitimate_clean,easy,0.03
APP-380227C264B0,legitimate_noisy,hard,0.118
APP-185203F532D9,legitimate_noisy,easy,0.238
APP-E9BB26F39634,synthetic_identity,medium,0.775
APP-CCD2E5E8B4EF,legitimate_clean,medium,0.06
APP-0D5333E91F4B,legitimate_noisy,hard,0.209
APP-11C505022899,legitimate_clean,easy,0.0
APP-3570D2B262B5,legitimate_clean,easy,0.016
APP-DCC154BFA11B,legitimate_clean,easy,0.0
APP-CF2A27F38573,legitimate_noisy,hard,0.361
APP-BD774D84332F,legitimate_clean,easy,0.017
APP-CE28C26217E8,legitimate_clean,medium,0.025
APP-4DE99AB7FA0A,legitimate_clean,easy,0.017
APP-1A8D0F324695,legitimate_clean,medium,0.046
APP-582DF16BC4D7,legitimate_clean,easy,0.145
APP-4BE0B036EA93,legitimate_clean,easy,0.022
APP-6967F7457EF2,legitimate_clean,easy,0.006
APP-A6B9A21B7B5A,legitimate_clean,medium,0.0
APP-960DEA69267E,legitimate_clean,easy,0.095
APP-37C405D220B5,legitimate_clean,hard,0.017
APP-B88F6B01624C,legitimate_clean,easy,0.024
APP-D259B5CE7E31,legitimate_clean,medium,0.097
APP-9A6F10CAF0B9,legitimate_clean,easy,0.0
APP-D32A0B52CF4E,legitimate_clean,easy,0.0
APP-770A4F59083C,legitimate_noisy,medium,0.12
APP-E23988E7E711,legitimate_noisy,medium,0.219
APP-039DAA407E41,legitimate_clean,easy,0.068
APP-7303CBB44E87,legitimate_clean,easy,0.219
