application_id,application_date,application_month,fraud_label,fraud_type,difficulty_level,generated_signal_score,age,annual_income,months_at_address,months_at_employer,num_prev_apps_same_device_7d,num_prev_apps_same_email_30d,num_prev_apps_same_phone_30d,num_prev_apps_same_address_30d,zip_ip_distance_proxy,application_hour,is_free_email_domain,document_uploaded,thin_file_flag,name_email_match_score,income_age_ratio,tenure_min,night_application_flag,high_device_velocity_flag,high_identity_reuse_flag,state,housing_status,ip_region,employer_industry
APP-65DA83E2C2C6,2024-09-27,2024-09,0,legitimate_noisy,medium,0.0,53,65000,24,10,0,0,0,0,0.385,18,0,1,0,0.931,1226.4150943396226,10,0,0,0,CO,rent,CO,logistics
APP-68C5CA5A1BC3,2024-10-21,2024-10,0,legitimate_clean,hard,0.076,42,95000,39,60,0,0,0,0,0.205,10,1,1,0,0.94,2261.904761904762,39,0,0,0,CA,own,CA,healthcare
APP-E0ACBD41D21E,2024-08-10,2024-08,0,legitimate_clean,easy,0.0,51,61000,16,28,0,0,0,0,0.204,8,0,1,0,0.886,1196.078431372549,16,0,0,0,TX,family,TX,education
APP-404C993CA865,2024-12-02,2024-12,0,legitimate_clean,medium,0.132,44,124000,110,9,0,0,0,1,0.188,16,1,1,0,0.867,2818.181818181818,9,0,0,0,TN,rent,TN,healthcare
APP-55CACA92BFFD,2024-02-04,2024-02,0,legitimate_clean,easy,0.14,39,45000,99,93,0,0,0,0,0.119,20,1,1,0,0.47,1153.8461538461538,93,0,0,0,MD,rent,MD,logistics
APP-BFFDC10A825C,2024-10-10,2024-10,0,legitimate_clean,medium,0.108,58,33000,22,74,0,0,0,0,0.083,8,0,1,1,0.482,568.9655172413793,22,0,0,0,NC,own,NC,retail
APP-7CFE6A656F07,2024-02-07,2024-02,0,legitimate_clean,easy,0.164,22,111000,25,55,1,0,0,0,0.119,13,1,1,0,0.435,5045.454545454545,25,0,0,0,IL,family,IL,technology
APP-99A1ABBDA7EB,2024-12-05,2024-12,0,legitimate_noisy,medium,0.075,51,72000,10,18,0,0,0,0,0.405,8,0,1,0,0.877,1411.764705882353,10,0,0,0,CA,rent,CA,insurance
APP-D7DB7D1C8B40,2024-02-29,2024-02,0,legitimate_noisy,medium,0.192,53,85000,10,7,0,0,0,0,0.156,7,1,1,0,0.031,1603.7735849056603,7,0,0,0,MO,family,MO,finance
APP-92E6FA94A4E3,2024-03-14,2024-03,0,legitimate_noisy,hard,0.115,19,25000,12,3,0,0,0,0,0.43,20,1,1,0,0.869,1315.7894736842106,3,0,0,0,TX,family,TX,logistics
APP-F6BD5DA9D3CD,2024-08-31,2024-08,0,legitimate_clean,easy,0.108,38,30000,120,72,0,0,0,0,0.084,17,0,1,1,0.852,789.4736842105264,72,0,0,0,TX,family,TX,retail
APP-508ABDD357C8,2024-02-05,2024-02,0,legitimate_clean,easy,0.144,21,35000,43,8,0,0,0,0,0.201,21,1,1,0,0.474,1666.6666666666667,8,0,0,0,FL,family,FL,logistics
APP-225ED40F6E41,2024-07-15,2024-07,0,legitimate_clean,hard,0.049,48,162000,16,41,0,0,0,0,0.149,17,0,1,0,0.904,3375.0,16,0,0,0,NY,rent,NY,technology
APP-5F755EF7B7D7,2024-11-25,2024-11,0,legitimate_clean,easy,0.045,34,66000,111,55,0,0,0,0,0.052,9,0,1,0,0.491,1941.1764705882354,55,0,0,0,MO,family,MO,healthcare
APP-17062A150E88,2024-12-17,2024-12,1,synthetic_identity,easy,0.836,42,107000,4,7,3,3,1,5,0.752,1,1,1,0,0.0,2547.6190476190477,4,1,1,1,TN,rent,MD,insurance
APP-E774399A81DD,2024-05-25,2024-05,0,legitimate_noisy,medium,0.211,31,102000,17,4,0,0,0,0,0.395,13,0,0,0,0.019,3290.3225806451615,4,0,0,0,CA,own,CA,healthcare
APP-E3E83532C9DC,2024-08-26,2024-08,0,legitimate_noisy,medium,0.358,70,40000,1,8,2,0,0,0,0.108,18,1,0,0,0.019,571.4285714285714,1,0,0,0,CA,family,CA,retail
APP-77A978B5B3DB,2024-09-04,2024-09,0,legitimate_clean,easy,0.0,47,98000,26,18,0,0,0,0,0.178,11,0,1,0,0.531,2085.1063829787236,18,0,0,0,WA,own,WA,technology
APP-733FC96035C7,2024-10-05,2024-10,0,legitimate_clean,easy,0.0,51,48000,52,18,0,0,0,0,0.132,8,0,1,0,0.85,941.1764705882352,18,0,0,0,PA,own,PA,education
APP-81CFD548B987,2024-10-18,2024-10,0,legitimate_clean,easy,0.009,35,43000,77,80,0,0,0,0,0.127,20,0,1,0,0.911,1228.5714285714287,77,0,0,0,PA,own,PA,retail
APP-E55DAB2A0C28,2024-02-15,2024-02,0,legitimate_noisy,hard,0.296,39,52000,6,15,0,0,0,2,0.374,9,1,1,0,0.01,1333.3333333333333,6,0,0,1,FL,rent,FL,retail
APP-8FA5CD663704,2024-07-09,2024-07,0,legitimate_noisy,medium,0.207,45,198000,13,9,0,0,0,2,0.126,22,1,1,0,0.0,4400.0,9,0,0,1,TN,family,FL,finance
APP-1E11F488591C,2024-08-11,2024-08,0,legitimate_clean,easy,0.11,31,107000,18,79,0,1,0,0,0.088,6,1,1,0,0.885,3451.6129032258063,18,0,0,0,IL,rent,IL,technology
APP-30A7DC063369,2024-09-07,2024-09,0,legitimate_clean,easy,0.124,55,43000,93,43,0,0,0,0,0.03,13,1,1,0,0.452,781.8181818181819,43,0,0,0,TX,rent,TX,retail
APP-DDEDEDDA72D7,2024-06-28,2024-06,0,legitimate_clean,medium,0.0,53,80000,70,54,0,1,0,0,0.233,6,0,1,0,0.863,1509.433962264151,54,0,0,0,OH,own,OH,manufacturing
APP-7DA23D8ACD9E,2024-11-09,2024-11,0,legitimate_clean,medium,0.126,73,43000,63,11,0,0,0,0,0.212,3,1,1,0,0.882,589.0410958904109,11,1,0,0,OR,own,OR,hospitality
APP-B1CFB67BBF6D,2024-09-28,2024-09,1,true_name_fraud,hard,0.39,39,109000,47,10,1,1,0,1,0.222,20,1,0,1,0.916,2794.871794871795,10,0,0,0,CA,rent,CA,finance
APP-52F723EA6E98,2024-02-04,2024-02,0,legitimate_noisy,easy,0.192,59,76000,10,16,0,0,0,0,0.279,15,1,1,0,0.062,1288.135593220339,10,0,0,0,NC,other,NC,technology
APP-580315577C3E,2024-12-30,2024-12,0,legitimate_clean,hard,0.084,37,59000,75,43,0,0,0,0,0.172,19,1,1,0,0.541,1594.5945945945946,43,0,0,0,TN,rent,TN,retail
APP-21E1BF66C79E,2024-03-02,2024-03,0,legitimate_noisy,hard,0.232,56,60000,20,3,2,0,0,0,0.375,21,1,1,0,0.0,1071.4285714285713,3,0,0,0,CA,rent,CA,manufacturing
APP-0A227A1B5326,2024-12-27,2024-12,1,synthetic_identity,hard,0.29,51,47000,10,6,0,0,0,2,0.362,6,1,1,1,0.914,921.5686274509804,6,0,0,1,PA,rent,PA,retail
APP-D2D307FC73C5,2024-10-09,2024-10,0,legitimate_clean,easy,0.041,56,120000,59,35,0,0,0,0,0.173,15,0,1,0,0.545,2142.8571428571427,35,0,0,0,CA,own,CA,healthcare
APP-D1415FF6AE80,2024-12-01,2024-12,0,legitimate_clean,easy,0.0,36,84000,75,12,0,0,0,0,0.026,17,0,1,0,0.886,2333.3333333333335,12,0,0,0,OH,own,OH,education
APP-6797AA5B2F15,2024-10-12,2024-10,0,legitimate_clean,easy,0.112,32,122000,103,36,0,0,0,0,0.177,9,0,0,1,0.892,3812.5,36,0,0,0,TX,family,TX,healthcare
APP-F67459D2D955,2024-08-07,2024-08,0,legitimate_clean,easy,0.013,29,90000,57,27,0,0,0,0,0.113,13,0,1,0,0.859,3103.448275862069,27,0,0,0,IL,rent,IL,healthcare
APP-DECA9F6CC22B,2024-06-25,2024-06,0,legitimate_clean,easy,0.006,66,108000,88,19,0,0,0,0,0.068,13,0,1,0,0.375,1636.3636363636363,19,0,0,0,KY,rent,KY,finance
APP-4D873606F0A3,2024-11-10,2024-11,1,true_name_fraud,medium,0.394,21,96000,8,16,1,0,2,2,0.346,7,1,1,1,0.513,4571.428571428572,8,0,0,1,TX,rent,TX,finance
APP-7033172C0B9E,2024-09-29,2024-09,0,legitimate_clean,easy,0.093,41,50000,105,83,0,0,0,0,0.027,18,0,1,0,0.389,1219.5121951219512,83,0,0,0,TN,own,TN,hospitality
APP-76E241D602BE,2024-08-15,2024-08,0,legitimate_noisy,easy,0.206,39,119000,20,12,1,0,0,0,0.437,20,1,1,0,0.483,3051.2820512820513,12,0,0,0,FL,rent,FL,technology
APP-8CE3B19F5F66,2024-11-28,2024-11,0,legitimate_clean,easy,0.0,39,109000,44,57,0,0,0,0,0.108,17,0,1,0,0.94,2794.871794871795,44,0,0,0,TX,rent,TX,insurance
APP-AD235578BC54,2024-04-15,2024-04,1,true_name_fraud,easy,0.537,42,40000,16,33,4,2,1,2,0.629,23,1,1,0,0.456,952.3809523809524,16,0,1,1,OH,own,TX,manufacturing
APP-204357875597,2024-04-20,2024-04,0,legitimate_noisy,hard,0.336,34,24000,10,2,0,0,0,0,0.115,21,1,1,1,0.022,705.8823529411765,2,0,0,0,IN,family,IN,retail
APP-59B1B2D1BC30,2024-10-02,2024-10,0,legitimate_noisy,hard,0.33,28,74000,9,1,0,0,0,0,0.185,18,1,1,1,0.417,2642.8571428571427,1,0,0,0,CA,family,CA,insurance
APP-5A187F09B0B5,2024-06-28,2024-06,0,legitimate_clean,medium,0.027,45,48000,42,77,0,0,0,0,0.085,15,1,1,0,0.879,1066.6666666666667,42,0,0,0,WI,own,WI,logistics
APP-17B19D0179AC,2024-12-02,2024-12,0,legitimate_clean,medium,0.009,37,76000,60,84,0,0,0,0,0.004,8,0,0,0,0.873,2054.054054054054,60,0,0,0,TX,own,TX,technology
APP-ACE29F6FF18C,2024-12-10,2024-12,0,legitimate_clean,easy,0.171,33,26000,83,79,0,0,0,0,0.14,17,1,1,1,0.882,787.8787878787879,79,0,0,0,OR,other,GA,retail
APP-89DEA7885A68,2024-03-20,2024-03,0,legitimate_clean,medium,0.061,59,89000,109,82,0,0,0,0,0.044,14,0,1,0,0.377,1508.4745762711864,82,0,0,0,IL,family,IL,technology
APP-FD155A1CDA48,2024-08-15,2024-08,0,legitimate_clean,easy,0.046,51,39000,93,73,0,0,0,0,0.095,16,0,1,0,0.856,764.7058823529412,73,0,0,0,CA,own,CA,manufacturing
APP-CDA06EC97DCF,2024-01-22,2024-01,0,legitimate_noisy,hard,0.26,35,145000,10,4,0,1,0,0,0.288,8,0,1,1,0.851,4142.857142857143,4,0,0,0,NM,rent,NM,technology
APP-3C5DF4553116,2024-07-09,2024-07,0,legitimate_clean,easy,0.044,18,106000,38,87,0,0,0,0,0.255,14,0,1,0,0.464,5888.888888888889,38,0,0,0,IL,rent,NC,technology
APP-EB854DAEA5ED,2024-02-07,2024-02,0,legitimate_clean,easy,0.108,55,48000,96,78,0,0,0,0,0.095,19,1,1,0,0.491,872.7272727272727,78,0,0,0,MA,family,MA,manufacturing
APP-3639EBE2F146,2024-03-31,2024-03,0,legitimate_noisy,medium,0.239,19,57000,8,10,2,0,0,2,0.435,15,0,1,0,0.929,3000.0,8,0,0,1,AZ,rent,TX,education
APP-0DF885C54415,2024-07-16,2024-07,0,legitimate_noisy,hard,0.119,61,82000,10,12,0,0,0,0,0.147,8,1,1,0,0.914,1344.2622950819673,10,0,0,0,CO,rent,NY,education
APP-FE135C489F14,2024-07-30,2024-07,0,legitimate_clean,medium,0.011,44,119000,72,74,0,0,0,0,0.13,20,0,1,0,0.918,2704.5454545454545,72,0,0,0,CA,rent,CA,healthcare
APP-ABC8F714F091,2024-01-29,2024-01,1,coordinated_attack,medium,0.755,55,35000,4,2,4,1,1,2,0.592,5,1,1,0,0.001,636.3636363636364,2,1,1,1,MO,rent,AZ,retail
APP-B076C09936B6,2024-09-14,2024-09,1,true_name_fraud,easy,0.485,18,85000,22,25,4,3,1,2,0.836,10,0,1,0,0.869,4722.222222222223,22,0,1,1,WA,own,WA,healthcare
APP-A5EC52A02886,2024-04-12,2024-04,0,legitimate_clean,easy,0.057,23,84000,35,20,0,0,0,0,0.009,19,1,1,0,0.921,3652.1739130434785,20,0,0,0,KY,other,KY,finance
APP-E570F1AA960A,2024-01-17,2024-01,0,legitimate_clean,easy,0.134,31,43000,103,92,0,0,0,0,0.185,19,1,1,0,0.469,1387.0967741935483,92,0,0,0,CA,own,CA,logistics
APP-5CD9E48CBAE9,2024-07-29,2024-07,1,true_name_fraud,medium,0.428,44,84000,48,19,2,1,2,1,0.598,16,1,1,0,0.904,1909.090909090909,19,0,0,1,OH,rent,OH,technology
APP-10B75FF26D5C,2024-01-26,2024-01,0,legitimate_clean,easy,0.116,28,142000,115,76,0,0,0,0,0.092,8,0,0,0,0.423,5071.428571428572,76,0,0,0,NC,own,NC,technology
APP-5062BBD39001,2024-11-16,2024-11,0,legitimate_clean,easy,0.07,71,168000,51,57,0,0,0,0,0.218,14,1,1,0,0.858,2366.1971830985917,51,0,0,0,KY,rent,KY,technology
APP-1FDC53F275AA,2024-03-19,2024-03,0,legitimate_clean,easy,0.008,19,31000,55,31,0,0,0,0,0.219,16,0,1,0,0.888,1631.578947368421,31,0,0,0,FL,own,NE,retail
APP-EDE57BA7FE8C,2024-02-22,2024-02,0,legitimate_clean,medium,0.043,28,39000,24,16,0,0,1,0,0.127,10,0,1,0,0.928,1392.857142857143,16,0,0,0,OH,own,OH,hospitality
APP-B45C466BEA21,2024-01-22,2024-01,0,legitimate_noisy,hard,0.147,19,59000,9,14,0,0,0,0,0.326,15,1,1,0,0.02,3105.2631578947367,9,0,0,0,NM,family,IL,healthcare
APP-3EA78EA1E653,2024-05-05,2024-05,0,legitimate_clean,easy,0.004,60,39000,76,54,0,0,0,0,0.077,16,0,1,0,0.384,650.0,54,0,0,0,TX,rent,TX,retail
APP-DE1D4862DC6D,2024-12-16,2024-12,0,legitimate_clean,easy,0.0,46,70000,108,40,0,0,0,0,0.287,9,0,1,0,0.536,1521.7391304347825,40,0,0,0,AZ,own,AZ,technology
APP-18C465E2EE8C,2024-02-27,2024-02,0,legitimate_clean,easy,0.078,54,40000,37,77,0,0,0,1,0.177,12,1,1,0,0.949,740.7407407407408,37,0,0,0,OH,own,OH,manufacturing
APP-AA2F818B1A30,2024-05-16,2024-05,0,legitimate_clean,medium,0.021,58,80000,84,9,0,0,0,0,0.159,20,0,1,0,0.895,1379.3103448275863,9,0,0,0,NE,own,NE,insurance
APP-BEED04F5DE41,2024-10-30,2024-10,0,legitimate_noisy,medium,0.195,73,35000,4,12,0,0,0,0,0.495,19,0,1,1,0.927,479.45205479452056,4,0,0,0,NM,other,CA,retail
APP-EFB56CD66A5B,2024-09-25,2024-09,0,legitimate_clean,easy,0.018,18,104000,49,95,0,0,0,0,0.065,6,0,1,0,0.94,5777.777777777777,49,0,0,0,CO,family,CO,technology
APP-447FDC5F1EEC,2024-12-09,2024-12,0,legitimate_clean,easy,0.0,20,65000,18,65,0,0,0,0,0.291,15,0,1,0,0.861,3250.0,18,0,0,0,MO,family,MO,technology
APP-015D785B963B,2024-08-14,2024-08,0,legitimate_clean,easy,0.014,19,33000,41,88,0,0,0,0,0.084,15,0,1,0,0.488,1736.842105263158,41,0,0,0,PA,rent,PA,insurance
APP-BE53EDB50BD9,2024-07-23,2024-07,0,legitimate_clean,easy,0.088,24,54000,46,13,0,0,0,0,0.241,10,0,1,0,0.429,2250.0,13,0,0,0,CA,family,CA,healthcare
APP-6955F34BDA1F,2024-05-16,2024-05,0,legitimate_clean,medium,0.056,20,41000,105,82,0,0,0,0,0.287,9,0,1,0,0.454,2050.0,82,0,0,0,OH,own,OH,healthcare
APP-26665CFA0BC4,2024-07-09,2024-07,0,legitimate_clean,medium,0.066,43,90000,114,41,0,0,0,0,0.156,11,1,1,0,0.534,2093.0232558139537,41,0,0,0,TX,family,WA,education
APP-254C86EACBFD,2024-02-29,2024-02,1,synthetic_identity,medium,0.625,27,43000,4,1,2,1,0,1,0.363,11,1,0,1,0.0,1592.5925925925926,1,0,0,0,CA,rent,CA,hospitality
APP-34F753BD7A2D,2024-12-09,2024-12,0,legitimate_clean,easy,0.0,29,48000,62,84,0,0,0,0,0.115,11,0,1,0,0.911,1655.1724137931035,62,0,0,0,FL,rent,FL,retail
APP-827C54374951,2024-06-14,2024-06,0,legitimate_clean,medium,0.124,60,127000,54,89,0,0,1,0,0.019,16,1,1,0,0.949,2116.6666666666665,54,0,0,0,NM,rent,NM,healthcare
APP-E63D3881A04F,2024-08-19,2024-08,0,legitimate_noisy,hard,0.184,32,127000,17,10,0,0,0,0,0.421,19,1,1,0,0.416,3968.75,10,0,0,0,NM,rent,NM,technology
APP-0B7B3E8EB6EF,2024-07-29,2024-07,0,legitimate_clean,medium,0.172,44,58000,41,70,0,0,0,1,0.177,18,0,1,1,0.872,1318.1818181818182,41,0,0,0,CA,rent,CA,healthcare
APP-619ED5DE359E,2024-07-24,2024-07,0,legitimate_clean,easy,0.074,33,114000,120,81,0,0,0,1,0.001,8,0,1,0,0.949,3454.5454545454545,81,0,0,0,OH,own,OH,healthcare
APP-7305DAE91D88,2024-10-27,2024-10,1,coordinated_attack,medium,0.839,66,69000,2,6,5,1,2,2,0.542,1,1,0,1,0.035,1045.4545454545455,2,1,1,1,NM,rent,TX,education
APP-3021B17590AF,2024-12-07,2024-12,0,legitimate_noisy,hard,0.129,28,36000,18,1,0,0,0,0,0.239,8,0,1,0,0.89,1285.7142857142858,1,0,0,0,NC,rent,NC,retail
APP-C9411F47E8A3,2024-06-19,2024-06,0,legitimate_clean,medium,0.079,18,117000,114,79,0,0,0,0,0.126,16,1,1,0,0.85,6500.0,79,0,0,0,CA,rent,OH,technology
APP-6F65BA8D4746,2024-10-26,2024-10,0,legitimate_clean,easy,0.089,42,120000,105,48,0,0,0,0,0.053,12,0,1,0,0.37,2857.1428571428573,48,0,0,0,CA,own,CA,insurance
APP-71B32F684518,2024-10-31,2024-10,0,legitimate_noisy,medium,0.277,51,141000,12,15,0,0,0,0,0.489,11,1,1,1,0.004,2764.705882352941,12,0,0,0,IN,rent,NE,healthcare
APP-E272F1F4D117,2024-06-20,2024-06,0,legitimate_clean,easy,0.052,45,164000,107,13,0,0,0,0,0.139,18,1,0,0,0.943,3644.4444444444443,13,0,0,0,CA,rent,CA,finance
APP-E75214CD2509,2024-11-15,2024-11,0,legitimate_clean,easy,0.014,21,36000,104,89,0,0,0,0,0.102,10,0,1,0,0.892,1714.2857142857142,89,0,0,0,TN,own,TN,education
APP-1CDD4474C02A,2024-01-31,2024-01,0,legitimate_clean,easy,0.073,43,132000,120,87,0,0,0,0,0.136,14,1,1,0,0.897,3069.767441860465,87,0,0,0,OH,own,OH,technology
APP-C9A5D4F26B8D,2024-12-04,2024-12,0,legitimate_clean,easy,0.084,64,52000,64,28,1,0,0,0,0.269,20,1,1,0,0.545,812.5,28,0,0,0,TX,rent,TX,manufacturing
APP-4E62FC7EB729,2024-05-24,2024-05,0,legitimate_clean,easy,0.0,36,56000,18,42,0,0,0,0,0.213,11,0,1,0,0.904,1555.5555555555557,18,0,0,0,IL,family,IL,education
APP-1B348527CB24,2024-11-24,2024-11,0,legitimate_clean,easy,0.045,18,67000,45,64,0,0,0,0,0.12,18,0,1,0,0.907,3722.222222222222,45,0,0,0,NC,own,NC,healthcare
APP-CB5C95BDAF7E,2024-11-24,2024-11,0,legitimate_clean,easy,0.041,32,32000,62,71,0,0,0,1,0.28,16,0,1,0,0.878,1000.0,62,0,0,0,NE,own,NE,education
APP-AC1B5515A802,2024-10-22,2024-10,0,legitimate_clean,easy,0.055,48,104000,46,10,0,0,0,0,0.232,3,1,1,0,0.945,2166.6666666666665,10,1,0,0,CO,rent,CO,healthcare
APP-3CFBE2F225F2,2024-04-26,2024-04,1,true_name_fraud,hard,0.307,70,43000,29,36,1,1,1,1,0.386,23,1,1,0,0.854,614.2857142857143,29,0,0,0,TX,own,TX,retail
APP-E5554037FE84,2024-11-21,2024-11,0,legitimate_clean,easy,0.093,40,170000,50,24,0,0,0,1,0.038,11,0,0,0,0.896,4250.0,24,0,0,0,CA,rent,CA,finance
APP-48A0351E2FD1,2024-05-14,2024-05,0,legitimate_clean,easy,0.0,42,181000,67,54,0,0,0,0,0.282,18,0,1,0,0.872,4309.523809523809,54,0,0,0,FL,rent,FL,finance
APP-B6C26E19A1B6,2024-04-17,2024-04,0,legitimate_clean,easy,0.071,20,23000,100,74,0,0,0,0,0.014,8,0,0,0,0.882,1150.0,74,0,0,0,FL,own,FL,hospitality
APP-332FE8E011EE,2024-11-08,2024-11,1,coordinated_attack,easy,0.924,59,111000,3,5,6,1,5,5,0.54,1,1,1,1,0.0,1881.3559322033898,3,1,1,1,TX,family,TN,technology
APP-3D7BB4F0EC2E,2024-07-27,2024-07,0,legitimate_clean,easy,0.149,54,48000,86,34,0,0,0,0,0.239,3,1,1,0,0.862,888.8888888888889,34,1,0,0,CA,family,CA,hospitality
APP-FDEFF83A0185,2024-04-15,2024-04,0,legitimate_clean,easy,0.126,51,145000,107,38,1,0,0,0,0.039,17,1,1,0,0.861,2843.1372549019607,38,0,0,0,TN,rent,TN,healthcare
APP-3620FF3D8CCF,2024-12-29,2024-12,0,legitimate_clean,medium,0.148,28,44000,30,61,0,0,0,0,0.296,9,1,1,1,0.94,1571.4285714285713,30,0,0,0,FL,rent,FL,logistics
APP-F2B96F4B0AF3,2024-07-26,2024-07,1,synthetic_identity,hard,0.441,24,21000,12,7,2,1,1,2,0.179,1,0,1,1,0.005,875.0,7,1,0,1,TX,rent,TX,retail
APP-FF6DA8EE5CC0,2024-11-25,2024-11,0,legitimate_clean,easy,0.037,56,61000,21,64,0,0,0,0,0.021,11,0,1,0,0.87,1089.2857142857142,21,0,0,0,AZ,rent,AZ,education
APP-6BE3514CE5BD,2024-11-26,2024-11,0,legitimate_clean,easy,0.095,63,63000,100,92,0,0,0,0,0.017,9,1,1,0,0.874,1000.0,92,0,0,0,OH,rent,OH,logistics
APP-11CE2E6D7C7A,2024-10-18,2024-10,0,legitimate_clean,medium,0.061,30,130000,105,30,0,0,0,0,0.248,10,1,1,0,0.879,4333.333333333333,30,0,0,0,GA,rent,GA,technology
APP-95DB6E45D3F1,2024-11-25,2024-11,0,legitimate_noisy,hard,0.039,21,115000,13,14,0,0,0,0,0.41,16,0,1,0,0.896,5476.190476190476,13,0,0,0,NC,rent,NC,technology
APP-69FC69F46354,2024-11-16,2024-11,0,legitimate_clean,easy,0.07,52,58000,104,72,0,0,0,0,0.17,11,0,1,0,0.453,1115.3846153846155,72,0,0,0,OR,rent,OR,finance
APP-E0D0139FCF59,2024-09-12,2024-09,0,legitimate_clean,easy,0.229,30,47000,50,68,1,0,0,1,0.098,17,0,1,0,0.356,1566.6666666666667,50,0,0,0,TX,own,MD,retail
APP-4B853540DE3E,2024-11-17,2024-11,0,legitimate_noisy,easy,0.0,18,105000,15,11,0,0,0,0,0.331,17,0,1,0,0.933,5833.333333333333,11,0,0,0,FL,rent,FL,technology
APP-41ED69E1D6A5,2024-07-09,2024-07,0,legitimate_clean,easy,0.129,21,95000,21,42,0,0,0,0,0.157,17,1,1,0,0.425,4523.809523809524,21,0,0,0,TX,rent,TX,healthcare
APP-417E4C94BC65,2024-05-23,2024-05,0,legitimate_clean,easy,0.104,67,50000,59,50,0,0,0,0,0.274,20,1,1,0,0.366,746.2686567164179,50,0,0,0,CA,own,CA,logistics
APP-EC6E8AAC5201,2024-04-20,2024-04,0,legitimate_clean,medium,0.0,20,68000,44,41,0,0,0,0,0.084,11,0,1,0,0.946,3400.0,41,0,0,0,TN,own,TN,finance
APP-C900F7207A1E,2024-01-29,2024-01,0,legitimate_clean,medium,0.041,51,85000,55,80,0,0,0,0,0.152,17,0,1,0,0.528,1666.6666666666667,55,0,0,0,WI,rent,WI,technology
APP-3D354D7C48AE,2024-08-30,2024-08,0,legitimate_clean,medium,0.08,38,144000,49,57,0,0,0,1,0.072,17,1,1,0,0.536,3789.4736842105262,49,0,0,0,CA,rent,CA,healthcare
APP-8071320818FA,2024-06-16,2024-06,0,legitimate_clean,easy,0.0,18,67000,46,27,0,0,0,0,0.038,9,0,1,0,0.906,3722.222222222222,27,0,0,0,OR,rent,OR,insurance
APP-8BAEA00B262E,2024-02-19,2024-02,0,legitimate_noisy,hard,0.148,23,33000,24,9,0,0,0,1,0.249,12,1,1,0,0.539,1434.7826086956522,9,0,0,0,FL,rent,FL,healthcare
APP-146E6D8D5229,2024-05-11,2024-05,0,legitimate_clean,easy,0.061,19,37000,84,76,0,0,0,0,0.022,8,0,1,0,0.485,1947.3684210526317,76,0,0,0,CO,family,CO,manufacturing
APP-4E0429990B58,2024-10-10,2024-10,0,legitimate_clean,easy,0.0,25,53000,51,83,0,0,0,0,0.115,16,0,1,0,0.916,2120.0,51,0,0,0,FL,other,FL,healthcare
APP-9D0796BF46F5,2024-05-22,2024-05,1,true_name_fraud,medium,0.285,42,43000,48,25,1,2,2,1,0.4,10,0,1,0,0.949,1023.8095238095239,25,0,0,1,CA,own,FL,hospitality
APP-0DBE4CF1EB4F,2024-02-12,2024-02,0,legitimate_clean,medium,0.031,57,51000,48,17,0,0,0,0,0.116,11,0,1,0,0.5,894.7368421052631,17,0,0,0,NE,family,CA,education
APP-023ACA166A5A,2024-06-14,2024-06,0,legitimate_clean,medium,0.044,49,68000,52,24,0,0,0,0,0.129,19,0,1,0,0.938,1387.7551020408164,24,0,0,0,FL,family,WI,insurance
APP-6A1784140BA7,2024-06-04,2024-06,0,legitimate_clean,easy,0.038,74,88000,79,58,0,0,0,0,0.054,18,0,0,0,0.859,1189.1891891891892,58,0,0,0,FL,rent,NE,insurance
APP-A419D7DF80B8,2024-05-07,2024-05,0,legitimate_clean,easy,0.027,28,37000,45,20,0,0,0,0,0.137,16,0,1,0,0.499,1321.4285714285713,20,0,0,0,CA,rent,CA,hospitality
APP-F4AD73AFB343,2024-03-23,2024-03,0,legitimate_noisy,medium,0.159,35,142000,1,9,0,0,0,0,0.235,10,1,1,0,0.899,4057.1428571428573,1,0,0,0,OH,family,FL,technology
APP-81CFBD708609,2024-07-26,2024-07,0,legitimate_noisy,medium,0.0,46,58000,12,18,0,0,0,0,0.136,8,0,1,0,0.54,1260.8695652173913,12,0,0,0,MD,family,MD,retail
APP-74F14F070111,2024-12-18,2024-12,0,legitimate_clean,easy,0.0,27,161000,106,90,0,0,0,0,0.109,17,0,1,0,0.948,5962.962962962963,90,0,0,0,MO,rent,MO,finance
APP-ABF135441E6F,2024-07-17,2024-07,0,legitimate_clean,easy,0.092,70,32000,91,53,0,0,0,0,0.205,2,0,1,0,0.428,457.14285714285717,53,1,0,0,TX,own,OR,hospitality
APP-AC67CD562F36,2024-07-09,2024-07,0,legitimate_clean,easy,0.0,26,99000,71,12,0,0,0,0,0.205,11,0,1,0,0.938,3807.6923076923076,12,0,0,0,IN,own,IN,healthcare
APP-739DB27D52D7,2024-07-22,2024-07,0,legitimate_noisy,hard,0.472,46,40000,2,16,2,0,1,0,0.27,11,1,1,1,0.043,869.5652173913044,2,0,0,0,AZ,family,AZ,retail
APP-2CAA0CD45A34,2024-11-02,2024-11,0,legitimate_clean,easy,0.123,30,34000,110,39,0,0,0,0,0.069,16,1,1,0,0.484,1133.3333333333333,39,0,0,0,GA,own,GA,retail
APP-D04B7760FFA8,2024-09-25,2024-09,0,legitimate_clean,easy,0.076,27,40000,60,87,0,0,0,0,0.054,13,0,1,0,0.37,1481.4814814814815,60,0,0,0,NE,own,NE,retail
APP-DA71E29FCBA6,2024-12-02,2024-12,0,legitimate_noisy,hard,0.171,44,37000,1,18,0,0,0,0,0.156,19,1,1,0,0.486,840.9090909090909,1,0,0,0,MN,rent,IN,hospitality
